ET,NEE,dayind
0.62882949,-0.346388544,519
0.8073156,-0.534005601,520
0.655870406,-0.339469343,521
0.412932889,0.137295243,522
0.425683344,-0.116655468,523
0.47113709,-0.622858871,524
0.396879,-0.509478803,525
0.807144456,-0.350859951,526
2.556476751,0.209422787,527
1.174916922,-0.425358539,528
0.919944927,-0.183407682,529
0.52024652,0.141157836,530
2.50812944,0.753963933,531
1.647962,0.104164196,532
0.968651584,-0.183301961,533
0.65484607,0.103607703,534
0.404211093,-0.171128284,535
0.623100266,-0.163900785,536
1.939149768,0.007342516,537
0.959331648,-0.309933453,538
0.502327219,0.002183167,539
0.707469858,-0.086704478,540
0.534352439,-0.515840212,541
0.524279202,-0.108678843,542
1.317315465,0.328212346,543
1.302538187,0.317564378,544
0.681044542,0.598304399,545
2.528629485,0.5136778,546
1.745229874,0.44643979,547
2.358321601,1.012372214,548
1.253503818,0.127883063,549
2.03302067,0.542678167,550
1.714786035,0.758776716,551
2.020576044,0.42986324,552
2.072214021,0.123569264,553
1.58538317,0.570419614,554
1.112716436,0.432404864,555
0.898792697,0.479695798,556
1.079569433,0.317762415,557
0.805119276,0.173179138,558
0.700928295,-0.053324156,559
0.700510695,0.491954009,560
0.556419349,0.650151923,561
0.652811184,0.357020513,562
1.066278366,0.262598847,563
0.511781315,-0.049385244,564
2.070870518,0.931505082,565
1.799347525,0.86814588,566
1.336738534,0.611290332,567
0.962662556,0.553063671,568
1.41150428,0.950489428,569
1.908810051,0.557411196,570
1.476560333,0.151929685,571
1.399835428,0.365125128,572
1.057855125,0.285428707,573
1.857731199,0.251347255,574
1.465886547,0.532070413,575
1.694400005,0.174206079,576
1.918985484,0.07542932,577
1.491833353,0.028976802,578
0.838477996,0.073712276,579
1.056811847,-0.120517413,580
0.923802025,0.198220272,581
0.60857664,0.367631511,582
0.789835851,0.046647745,583
1.213545173,0.024885687,584
0.924849945,-0.221022675,585
0.585971764,-0.151914119,586
0.437711475,-0.164674774,587
0.446134323,-0.030600449,588
0.976720832,-0.071757846,589
1.223868672,0.357833634,590
2.043669996,0.57317549,591
1.937008357,-0.159014061,592
1.194408952,0.100860691,593
0.70266043,-0.024838988,594
0.592815421,0.085222009,595
0.775747443,-0.043708101,596
0.574296319,-0.045408282,597
0.76619583,-0.162619812,598
0.436606035,-0.28317333,599
0.439503058,-0.305609493,600
0.639888939,-0.142936497,601
1.087002256,-0.296461508,602
0.925272033,0.452202547,603
1.617546583,0.313558013,604
1.213051144,-0.025974676,605
1.010052834,0.032152534,606
0.620601313,-0.173469924,607
0.616620961,-0.315106639,608
0.519492489,-0.410821385,609
1.804465928,0.615894485,610
2.049848134,0.816798638,611
1.271461403,0.014103244,612
1.578010335,-0.111008593,613
1.118770629,-0.266367827,614
1.203494559,-0.376329805,615
0.992429226,-0.270089892,616
1.033992825,-0.062913834,617
1.71802927,0.124872289,618
1.224243426,0.252900853,619
1.649555035,-0.111358401,620
1.656846689,-0.159647305,621
2.593080911,0.011976721,622
2.30739963,0.049861312,623
2.197646876,0.211357327,624
1.742235073,0.390402998,625
1.218929777,1.013819876,626
1.675079232,0.892649545,627
2.115994053,0.601161672,628
2.506484109,0.799479017,629
2.505798475,0.247289651,630
1.635698552,-0.447677307,631
1.828967986,-1.027555583,632
1.575137159,-0.657000427,633
1.776518734,-0.248462741,634
1.970229788,0.160415673,635
1.87849895,0.30776542,636
1.006208009,-0.402883027,637
1.542771424,-0.249320615,638
1.763573016,0.2807344,639
1.179399626,-0.833918709,640
1.348685617,-0.943750753,641
1.090216571,-0.838126571,642
0.921441542,-1.03583294,643
1.478370857,0.239709316,644
0.817455703,-0.594305169,645
1.263498753,-0.416481881,646
1.348537037,-1.034908477,647
1.233516774,-1.282092191,648
1.216861301,-1.270104877,649
1.269305678,-0.977317654,650
0.927629031,-1.164736457,651
1.081566427,-1.088831934,652
1.146919914,-0.854321098,653
1.331306932,-1.021066184,654
1.122575468,-1.102059792,655
1.116077936,-1.100268376,656
0.893105134,-0.84768836,657
0.969233289,-0.630672915,658
0.748831794,-0.707312728,659
0.76924015,0.295199344,660
2.389132219,-0.740943408,661
1.732484741,-0.980232003,662
1.706174071,-0.654705485,663
1.258649329,-1.020880038,664
1.166542152,-0.457142672,665
1.198316804,-0.852463741,666
0.459873983,0.646513527,667
0.949148661,0.551276794,668
1.376547909,-0.616962503,669
1.264722373,-0.879468601,670
1.280970333,-0.545368968,822
0.734693662,-1.285040699,823
1.42793385,-1.610484197,824
1.518888702,-1.387583843,825
1.823536217,-0.884217174,826
1.123834699,-1.894464378,827
0.966580701,-1.613281583,828
1.187757218,-1.927315448,829
1.372565411,-1.375469188,830
1.457256354,-1.645226351,831
1.432184536,-1.5838579,832
0.988191994,-1.40864369,833
1.661469995,-1.283457481,834
1.317347762,-1.734467048,835
1.384999094,-1.780952212,836
0.814169471,-0.750714909,837
1.650774207,-0.940875968,838
2.270172865,-1.527970501,839
1.490080452,-0.830831186,840
1.8983151,-1.456435339,841
1.84012049,-1.4262381,842
1.777661749,-0.682324563,843
2.20520449,-0.869090881,844
2.256119525,-1.831080313,845
2.048817415,-1.46331303,846
1.894078214,-1.734713081,847
1.969092851,-1.324142918,848
1.780287958,-1.17835131,849
1.436638784,-0.98623647,850
0.795529398,-1.847246519,851
0.823466673,-2.073846237,852
1.232796442,-0.381664923,853
3.16426839,-1.29731707,854
2.088831899,-1.090171064,855
2.056772617,-0.752203865,856
1.941183381,-0.577778345,857
1.622322393,-1.645752793,858
1.373606614,-2.131303017,859
1.865743603,-1.360614223,860
1.571445416,-1.71509895,861
1.693665657,-1.068878588,862
1.255726228,-2.412206052,863
1.291944574,-2.40839167,864
0.656190791,-0.681960486,865
1.924753806,-2.203811935,866
1.879547898,-1.691101837,867
1.69071844,-1.642264871,868
1.510034697,-1.702083614,869
1.469722273,-1.990376945,870
1.631929119,-1.777163775,871
1.739615501,-0.743446765,872
1.743509585,-1.087850611,873
1.622862303,-1.255702847,874
1.290340156,-1.911458838,875
1.593539006,-1.721529544,876
1.221725699,-1.457123281,877
1.462423412,-0.842391077,878
2.081628829,-0.704872501,879
3.39516159,0.07754979,880
1.806544102,-1.07223744,881
2.028679137,-0.991253129,882
1.697116109,-0.958399464,883
1.76510784,-1.49350854,884
1.620065055,-0.663712078,885
1.501465714,-0.34753742,886
1.617546778,0.477589381,887
1.927824356,0.741498821,888
2.668234974,0.647063751,889
2.581836936,0.019248324,890
1.829038802,-0.266640236,891
1.726374191,-0.489232725,892
1.488258807,-0.709010531,893
1.357581878,-1.077742922,894
1.254052442,-1.787233197,895
1.342943207,-1.222842264,896
1.320115306,-0.504917241,897
1.258346717,-0.460078857,898
1.278398597,-0.681388642,899
1.234657204,-0.198743471,900
1.12918118,-0.374925599,901
1.06779457,-0.174544212,902
1.13395032,0.090112624,903
1.237521904,-0.160199475,904
1.190777004,-0.548926938,905
1.814845709,-0.035383181,906
2.536770629,0.375440366,907
1.665735388,-0.42642072,908
1.332213296,-0.552585008,909
0.911541707,-0.138363261,910
2.961968364,0.466037706,911
1.682500187,-0.495132552,912
1.626781733,-1.343613926,913
1.368532314,-1.090300134,914
1.29321167,-0.815114672,915
1.486600948,-0.534795372,916
1.452843405,-0.323016459,917
1.344910763,-0.853897783,918
0.906210357,-0.740533497,919
1.747139041,-0.737606608,920
1.58344623,-0.729681006,921
1.692575447,-0.431686438,922
1.929154019,0.334166223,923
2.856481416,0.904145873,924
1.537079504,0.462604482,925
1.217921549,0.079978775,926
2.161535627,1.209668239,927
3.124732884,1.189379786,928
3.399749496,0.867783964,929
2.625437227,0.421709549,930
2.488808132,0.494422774,931
1.802747875,0.383499147,932
2.4655248,0.306313002,933
2.631266215,-0.22842097,934
1.864379736,-0.228754996,935
1.21181224,0.963621727,936
1.544917658,0.784458877,937
2.940703131,-0.134689408,938
2.585602009,-0.027907919,939
2.519242499,0.531786761,940
2.584704904,0.202471157,941
2.723050871,0.138263161,942
2.4671999,-0.092802991,943
3.320993859,-0.109517043,944
2.660469978,0.121653534,945
2.905396642,-0.120466174,946
2.363404912,-0.136616381,947
1.995924732,-0.137903408,948
2.135438317,-0.852548707,949
1.851497281,-0.455847646,950
1.579059991,-1.140554927,951
1.397506864,-1.271685284,952
1.420182322,-0.349445584,953
1.140623004,-0.436154602,954
1.074020735,-0.350268866,955
1.193734025,-0.263935599,956
1.195362765,-0.284080713,957
0.773791893,-0.610956523,958
1.005528986,-1.165755182,959
1.230223325,-0.97730252,960
0.939914132,-0.854874565,961
0.841053265,-0.750411151,962
0.952673484,-0.505449088,963
0.686802568,-0.600468758,964
0.904456913,-0.501114318,965
0.955286127,-0.556835893,966
0.543573634,-1.12741852,967
0.675426302,-1.178490325,968
0.883927762,-1.220418468,969
0.586240698,-1.091577216,970
0.703181424,-1.462775562,971
0.816695045,-0.946065585,972
0.576263855,-1.423649129,973
0.721291237,-0.972562163,974
0.760897339,-0.849451887,975
0.823729164,-0.368277078,976
0.467222107,-1.310067131,977
0.799620197,-0.897547727,978
0.663705819,-0.334766388,979
0.700635051,-0.687978141,980
0.395994768,-0.744666986,981
0.631546912,-1.170262694,982
0.710456601,-0.888912995,983
0.705449767,-1.140934355,984
0.558516466,-1.059051524,985
0.456108136,-0.909354516,986
0.406108673,-0.724082991,987
0.562631512,-0.644062706,988
0.700095793,-0.386523541,989
0.359426111,-0.638483717,990
0.554460899,-0.572209517,991
0.472636039,-0.602611064,992
0.338584002,-1.128876776,993
0.412047902,-0.953891304,994
0.848246211,-0.587221441,995
0.267074461,0.275963127,996
3.651189907,-0.125028601,997
1.923904959,-0.543999786,998
1.252669449,-0.766451529,999
1.393915994,-0.736685821,1000
1.47039124,-0.280775478,1001
1.458227886,-0.505543999,1002
1.626229803,-0.143034651,1003
1.416920491,-0.973842487,1004
1.210801785,-0.665387828,1005
1.30756865,-0.667818975,1006
2.27853461,-0.948090495,1007
1.537134765,-1.570142299,1008
1.78639173,-0.902962838,1009
1.737300828,-1.084136546,1010
1.378338908,-1.163031952,1011
1.268586217,-1.262395472,1012
1.11952603,-1.392099571,1013
0.908719697,-1.465501386,1014
0.883850259,-1.38747142,1015
0.861699338,-1.307647227,1016
0.658124926,-1.581792128,1017
0.665643836,-1.190072052,1018
0.715125427,-1.025535645,1019
0.538829624,-1.011826963,1020
0.603586579,-1.035270393,1021
0.530429006,-0.940303043,1022
0.607079942,-1.325819966,1023
0.767679511,-0.839473701,1024
1.557330869,-1.298404979,1025
1.17941307,-1.875011314,1026
0.800088741,-1.555131456,1027
0.740865757,-1.450631504,1028
0.491073784,-0.773963112,1029
0.577559896,-1.273475187,1030
0.518060274,-1.323993309,1031
0.446054225,-1.185310724,1032
0.386503414,-0.644805995,1033
0.481671113,-0.288795991,1034
0.38931337,-0.990877376,1035
0.465030151,-0.373842663,1187
0.3592788,-0.194574525,1188
0.284018955,-0.352154761,1189
0.425870945,-1.657599579,1190
0.303273328,-0.584999791,1191
0.236547136,-0.435272082,1192
0.714000825,-1.043258044,1193
0.473426941,-0.723649298,1194
0.386861636,0.585696164,1195
0.402230931,-1.459470759,1196
0.437004762,-1.290312687,1197
0.345150296,-0.931481516,1198
0.356561231,-0.887456036,1199
0.297989998,-1.150906271,1200
0.442329354,-1.001251854,1201
0.301280864,-0.737108056,1202
0.302760667,-0.29556688,1203
0.313214977,-0.283196247,1204
0.287420245,-0.685301826,1205
0.394251965,-0.637477531,1206
0.388204921,-0.518361514,1207
0.303996092,-0.795819865,1208
0.282001242,-0.354456189,1209
0.309388539,-0.828556999,1210
0.31146969,-1.019054246,1211
0.285578395,-1.020227336,1212
0.443776756,-1.155612902,1213
0.321056495,-0.872913262,1214
0.31173235,0.170194309,1215
0.318765963,-1.283219231,1216
0.120722415,0.391010946,1217
0.387629984,-0.936124584,1218
0.41499347,-1.188101191,1219
0.335666664,-0.577161532,1220
0.323370162,-0.776085528,1221
0.45105582,-0.327670337,1222
0.345775564,-0.303362115,1223
0.390858572,-0.274731663,1224
0.28166084,0.478246407,1225
0.315763263,-0.440997654,1226
0.370679229,-1.47379085,1227
0.519822199,-0.76722768,1228
0.285707548,-0.802745768,1229
0.302907953,-0.803125412,1230
0.347361725,-0.949333634,1231
0.462088238,-0.635482024,1232
0.221164782,-0.591113438,1233
0.183913861,-0.522055256,1234
0.615251065,-1.834358307,1235
0.315144418,-1.139953032,1236
0.466068256,-0.791700429,1237
0.336868028,-0.409916381,1238
0.43083673,-0.390236093,1239
0.238054125,-0.730234473,1240
0.461705267,-0.395295991,1241
0.521887782,-0.185719271,1242
0.233987266,0.064342471,1243
0.332048147,-0.038635231,1244
0.345513389,0.532048793,1245
0.352926792,-0.17293851,1246
0.296670398,-0.50927255,1247
0.382093903,0.210140997,1248
0.423421852,0.390050595,1249
0.425820483,-0.148835243,1250
0.356190161,-0.428334288,1251
0.384765208,-0.27886926,1252
0.553551443,-0.06301242,1253
0.483822231,-0.265941052,1254
0.409105513,-0.186515312,1255
0.361718586,-0.47880182,1256
0.399578554,-0.312986818,1257
0.595043711,-0.31147408,1258
0.376490051,0.012178433,1259
0.430293487,-0.190665881,1260
0.331685927,-0.151105106,1261
0.476336503,-0.183110409,1262
0.30954121,-0.025853389,1263
0.354415193,-0.198441442,1264
0.280245162,0.00229732,1265
0.318948612,0.069104015,1266
0.384587997,-0.59677869,1267
0.457863609,-0.432002303,1268
0.42772219,-0.227461916,1269
0.380855507,-0.05480749,1270
0.430787845,-0.023510668,1271
0.358009692,0.023332953,1272
0.331139139,0.076342324,1273
0.464222518,-0.006045112,1274
0.462652729,0.042481826,1275
0.427659732,1.066356206,1276
0.390996036,1.363134876,1277
0.767267976,-0.065847425,1278
0.473175849,-1.440952535,1279
1.12824399,0.190515407,1280
1.170514185,0.677229641,1281
0.883503127,0.223679964,1282
0.547129824,0.007476992,1283
0.465315945,-0.048505967,1284
0.346158094,0.086045074,1285
0.461648303,0.128934434,1286
1.148717085,0.056464864,1287
1.455742171,0.485977864,1288
0.53715108,-0.197851222,1289
1.337394712,0.195343973,1290
0.874341235,0.081290232,1291
0.51947421,-0.103652888,1292
0.383403397,-0.073861669,1293
0.269780569,0.131148517,1294
0.325305868,-0.203638626,1295
0.225610568,-0.025895764,1296
0.59461012,0.216960747,1297
0.581838825,0.008871901,1298
0.463380975,-0.197842574,1299
0.870822761,0.279460562,1300
0.74538962,-0.093056808,1301
1.20815702,0.261723678,1302
0.719873487,-0.181827923,1303
0.505783829,-0.27907854,1304
1.513052385,1.349259072,1305
1.653440537,0.91294751,1306
2.222848226,1.828262605,1307
1.753825118,1.431419501,1308
2.562557481,1.916383828,1309
1.812946506,1.763833222,1310
1.308636031,1.668953433,1311
3.514918038,1.912649008,1312
2.55265514,1.535190001,1313
3.655084596,1.486412273,1314
3.658044705,2.136479014,1315
3.569053017,1.756153437,1316
2.505202983,1.358412031,1317
2.459202878,0.891977818,1318
2.192334364,0.517596389,1319
2.033632335,0.583164486,1320
2.543688885,0.099824454,1321
2.287249327,-0.40578808,1322
1.842746926,-0.516686844,1323
1.785057257,-0.155399015,1324
1.537235397,0.776891947,1325
3.24655091,0.789327872,1326
3.083337443,0.400264221,1327
1.905556094,-0.084158098,1328
2.046177737,0.991759248,1329
3.610456428,0.41502622,1330
2.585663468,0.238246088,1331
2.464717957,0.123663959,1332
2.422598196,-0.192261855,1333
2.170654937,-0.51097446,1334
1.970226022,-0.449991058,1335
1.830344891,-0.085995997,1336
2.031537016,-0.079352449,1337
1.700079457,0.356792208,1338
1.268128393,0.204081615,1339
1.151884854,1.079145182,1340
3.159432754,0.042624733,1341
2.407972301,0.318553484,1342
1.419011804,-0.23389532,1343
2.143374811,-1.644498412,1344
1.345409403,-0.945317323,1345
1.729435694,-0.869369993,1346
1.651855542,-0.979866628,1347
1.288886343,-0.581324857,1348
1.492214459,-0.383608759,1349
1.641427512,-0.869999345,1350
1.436235158,-0.730031246,1351
1.342756253,-1.068453975,1352
1.621005667,-1.175491443,1353
2.230460725,-1.305118791,1354
1.402890756,-1.121892716,1355
1.244839935,-0.990719768,1356
1.207598983,-0.832518827,1357
0.968568882,-0.606946266,1358
0.947545971,-0.34615224,1359
1.279519767,-0.883095106,1360
1.024256552,-0.741551141,1361
0.885876837,-0.392036157,1362
0.657200883,-0.278044681,1363
0.616718736,-0.107700763,1364
0.551966742,-0.264127151,1365
0.662390561,-0.476184743,1366
0.638791637,-0.387396332,1367
0.393487594,-0.005945445,1368
0.661709149,-1.012608086,1369
0.495143966,-0.942248393,1370
0.460365383,-0.780657467,1371
1.23717944,-0.614360992,1372
1.34194656,-0.686482267,1373
2.050980464,-0.757482123,1374
1.316615826,0.445009424,1375
1.161556775,-1.078790402,1376
1.968258937,-1.324268313,1377
1.413478779,-1.165432615,1378
1.247162935,-1.329234597,1379
1.216858375,-0.744994959,1380
1.132333289,-0.599519865,1381
0.879410351,-0.754071599,1382
0.832930081,-0.435375425,1383
0.725141759,-0.380208397,1384
0.68923045,-0.212427507,1385
0.608455412,-0.484436372,1386
0.511121174,-1.503206101,1387
0.471211706,-1.216281952,1388
0.574668943,-0.528183172,1389
0.536850418,-0.602237257,1390
0.480105201,-0.500400432,1391
0.433046991,-0.60177308,1392
0.33901067,-0.254451642,1393
0.334667522,-0.93823338,1394
0.462291165,-0.491913364,1395
0.456738406,-0.688640139,1396
0.86181355,-1.095052815,1397
1.291578964,-0.858730889,1398
0.891092975,-0.965199108,1399
0.869316866,-0.729935687,1400
1.434992199,-1.777806315,1553
0.714951604,-2.599817704,1554
0.878741923,-1.359298226,1555
3.287022647,-2.254308869,1556
2.362171259,-1.40700772,1557
1.971430263,-1.841915076,1558
1.57133328,-1.64515933,1559
1.448556529,-2.296756104,1560
1.161891125,-2.038106329,1561
1.577658724,-1.711108584,1562
2.935361146,-0.66112008,1563
1.576237013,-2.628681866,1564
1.404121904,-1.984198439,1565
1.185052812,-1.493054956,1566
0.951716653,-2.647062804,1567
1.160591863,-2.562011808,1568
1.406266459,-2.177743429,1569
1.354556252,-1.57074614,1570
0.840543365,-1.679234729,1571
1.236439635,-2.132950446,1572
1.142661319,-1.272949826,1573
0.841027356,-0.994376109,1574
1.118167957,-1.607206203,1575
1.138555099,-0.922040798,1576
0.970394467,-0.763576961,1577
1.194020702,-0.364094512,1578
0.961700618,-2.450059727,1579
0.787100448,-1.729714151,1580
0.881165496,-1.682328306,1581
1.031280612,-1.38807245,1582
0.917732262,-1.320183468,1583
0.996112613,-0.997818413,1584
0.906037235,-1.14980431,1585
0.880619129,-0.896802492,1586
0.93692594,-1.151454766,1587
0.934304735,-0.791208146,1588
0.385248726,-0.542102865,1589
0.34610397,-1.561915965,1590
0.689309587,-1.876991039,1591
0.993710735,-1.30119523,1592
0.885888543,-1.145361225,1593
2.024504092,-1.47899279,1594
0.853804507,-0.868094641,1595
1.129622202,-1.604274126,1596
1.109497715,-0.905846271,1597
0.941701982,-0.979697778,1598
1.112412386,-0.520145363,1599
0.794158464,-0.030129353,1600
0.832436607,-0.934993869,1601
0.730860647,-0.930262808,1602
0.971869269,-0.643068628,1603
1.084614944,-0.446187487,1604
0.933824064,-0.062080391,1605
0.658931281,-0.303099435,1606
0.73979438,-0.11157395,1607
0.655865309,0.70481002,1608
0.773545511,-1.464350132,1609
0.707414064,-0.913703771,1610
0.613670391,-0.252355602,1611
0.691824802,-0.333075287,1612
0.536972187,-0.502501444,1613
0.939428266,-0.335006152,1614
0.925235765,-0.230227304,1615
0.805479509,-0.501964841,1616
0.681493615,-0.072534645,1617
0.707514131,-0.988070262,1618
1.128782101,-0.660281231,1619
0.808037829,-0.642993607,1620
